timestamp,Temperature,Humidity,PM2.5
2019-01-01 01,9.17,80.15,360.0
2019-01-01 02,8.95,82.03,312.0
2019-01-01 03,8.43,84.92,291.0
2019-01-01 04,7.98,88.02,287.0
2019-01-01 05,7.8,89.35,289.0
2019-01-01 06,7.6,89.55,285.0
2019-01-01 07,7.12,91.35,263.0
2019-01-01 08,6.9,93.88,244.0
2019-01-01 09,9.95,81.35,233.0
2019-01-01 10,14.45,63.18,268.0
2019-01-01 11,17.4,52.1,240.0
2019-01-01 12,19.9,40.85,226.0
2019-01-01 13,21.48,31.9,164.0
2019-01-01 14,22.68,28.27,112.0
2019-01-01 15,22.65,26.27,91.0
2019-01-01 16,21.52,29.3,67.0
2019-01-01 17,20.5,32.23,67.0
2019-01-01 18,16.78,45.07,77.0
2019-01-01 19,14.4,57.42,80.0
2019-01-01 20,12.85,68.85,202.0
2019-01-01 21,12.35,73.87,205.0
2019-01-01 22,12.15,77.65,245.0
2019-01-01 23,12.02,82.85,318.0
2019-01-02 00,12.28,82.73,374.0
2019-01-02 01,11.97,82.53,323.0
2019-01-02 02,10.4,90.5,296.0
2019-01-02 03,10.65,92.2,310.0
2019-01-02 04,10.17,94.25,333.0
2019-01-02 05,9.6,95.82,306.0
2019-01-02 06,9.4,95.5,285.0
2019-01-02 07,9.0,97.1,257.0
2019-01-02 08,8.97,97.5,259.0
2019-01-02 09,11.63,85.92,291.0
2019-01-02 10,15.08,67.28,316.0
2019-01-02 11,17.62,53.38,302.0
2019-01-02 12,19.4,46.6,243.0
2019-01-02 13,20.9,41.1,224.0
2019-01-02 14,21.88,39.35,171.0
2019-01-02 15,22.0,38.73,171.0
2019-01-02 16,21.35,39.65,156.0
2019-01-02 17,20.17,45.47,130.0
2019-01-02 18,16.9,59.07,140.0
2019-01-02 19,15.05,65.77,144.0
2019-01-02 20,13.63,73.32,138.0
2019-01-02 21,12.42,81.37,160.0
2019-01-02 22,11.97,85.77,234.0
2019-01-02 23,11.77,86.77,241.0
2019-01-03 00,11.47,88.98,202.0
2019-01-03 01,11.22,90.98,189.0
2019-01-03 02,11.1,92.57,280.0
2019-01-03 03,11.2,90.48,272.0
2019-01-03 04,10.87,90.67,304.0
2019-01-03 05,10.97,90.55,316.0
2019-01-03 06,10.6,92.6,354.5
2019-01-03 07,10.15,94.5,409.25
2019-01-03 08,10.5,94.17,422.5
2019-01-03 09,11.82,90.1,438.5
2019-01-03 10,14.55,75.4,427.5
2019-01-03 11,17.17,61.18,418.25
2019-01-03 12,19.9,46.9,364.25
2019-01-03 13,20.55,38.92,248.75
2019-01-03 14,20.85,35.85,166.75
2019-01-03 15,20.23,38.78,131.5
2019-01-03 16,19.45,41.9,140.0
2019-01-03 17,18.6,41.32,146.5
2019-01-03 18,16.62,52.92,145.75
2019-01-03 19,15.17,61.88,207.0
2019-01-03 20,14.38,69.22,263.5
2019-01-03 21,13.77,74.4,314.0
2019-01-03 22,13.08,80.02,333.0
2019-01-03 23,12.33,85.8,320.5
2019-01-04 00,11.95,87.65,296.75
2019-01-04 01,11.23,91.35,288.0
2019-01-04 02,10.85,94.2,297.0
2019-01-04 03,10.67,95.88,280.75
2019-01-04 04,9.83,97.73,262.0
2019-01-04 05,8.78,99.22,269.5
2019-01-04 06,8.03,99.5,250.25
2019-01-04 07,7.62,99.5,194.0
2019-01-04 08,7.58,99.5,155.75
2019-01-04 09,8.6,99.5,154.0
2019-01-04 10,11.2,90.75,179.25
2019-01-04 11,15.15,66.62,210.25
2019-01-04 12,16.5,57.77,209.5
2019-01-04 13,17.28,54.25,205.75
