timestamp,Temperature,Humidity,PM2.5
2019-01-01 01,9.55,87.45,347.5
2019-01-01 02,9.37,89.55,307.0
2019-01-01 03,8.83,94.33,288.5
2019-01-01 04,8.1,98.45,294.0
2019-01-01 05,7.97,99.02,334.0
2019-01-01 06,7.7,99.2,345.0
2019-01-01 07,7.58,99.2,334.5
2019-01-01 08,8.35,98.97,329.5
2019-01-01 09,10.95,87.52,335.5
2019-01-01 10,14.05,69.88,348.0
2019-01-01 11,17.1,57.67,347.0
2019-01-01 12,19.43,44.68,304.5
2019-01-01 13,21.18,35.4,256.5
2019-01-01 14,22.4,28.1,204.0
2019-01-01 15,22.38,27.75,142.5
2019-01-01 16,22.07,28.98,128.5
2019-01-01 17,20.3,34.72,136.5
2019-01-01 18,15.1,52.8,159.5
2019-01-01 19,12.4,66.95,207.0
2019-01-01 20,11.08,80.02,314.0
2019-01-01 21,10.9,85.3,449.0
2019-01-01 22,10.5,89.22,557.5
2019-01-01 23,10.4,91.88,616.5
2019-01-02 00,10.6,93.25,592.0
2019-01-02 01,10.05,97.48,539.0
2019-01-02 02,10.38,96.7,534.5
2019-01-02 03,10.18,95.2,535.0
2019-01-02 04,9.67,94.42,480.0
2019-01-02 05,9.1,96.2,416.0
2019-01-02 06,8.75,98.45,394.5
2019-01-02 07,8.5,98.97,374.5
2019-01-02 08,8.97,98.8,368.0
2019-01-02 09,12.45,81.55,426.0
2019-01-02 10,16.0,64.62,480.0
2019-01-02 11,18.88,53.52,431.5
2019-01-02 12,20.62,44.53,311.0
2019-01-02 13,21.72,39.98,243.5
2019-01-02 14,22.45,36.2,209.5
2019-01-02 15,22.65,36.62,170.0
2019-01-02 16,22.12,39.62,162.0
2019-01-02 17,19.72,52.75,166.5
2019-01-02 18,15.45,75.0,187.5
2019-01-02 19,13.6,84.0,223.5
2019-01-02 20,12.67,90.6,265.0
2019-01-02 21,12.22,94.0,324.0
2019-01-02 22,11.7,96.7,369.0
2019-01-02 23,11.35,99.0,438.0
2019-01-03 00,11.08,99.2,536.0
2019-01-03 01,10.88,99.2,583.0
2019-01-03 02,10.62,99.2,582.5
2019-01-03 03,10.23,99.2,522.5
2019-01-03 04,11.53,92.57,444.0
2019-01-03 05,11.1,93.28,422.5
2019-01-03 06,9.78,98.67,433.5
2019-01-03 07,9.78,99.2,441.5
2019-01-03 08,10.2,99.1,411.5
2019-01-03 09,12.65,89.48,381.0
2019-01-03 10,16.35,67.12,397.5
2019-01-03 11,18.65,56.52,435.5
2019-01-03 12,20.7,41.3,387.0
2019-01-03 13,21.5,34.4,315.0
2019-01-03 14,21.8,35.93,211.0
2019-01-03 15,21.28,36.95,219.0
2019-01-03 16,20.82,36.88,192.0
2019-01-03 17,19.17,44.2,162.5
2019-01-03 18,17.0,56.0,195.5
2019-01-03 19,15.68,65.18,266.5
2019-01-03 20,15.22,68.3,337.5
2019-01-03 21,14.43,76.83,357.0
2019-01-03 22,13.75,84.67,349.0
2019-01-03 23,13.2,86.33,341.5
2019-01-04 00,12.52,88.62,334.5
2019-01-04 01,12.1,90.7,337.0
2019-01-04 02,11.55,94.25,334.0
2019-01-04 03,10.9,94.57,317.0
2019-01-04 04,9.55,98.47,292.5
2019-01-04 05,9.0,99.2,236.5
2019-01-04 06,8.97,99.2,183.0
2019-01-04 07,8.85,99.2,164.5
2019-01-04 08,8.93,99.2,156.0
2019-01-04 09,10.65,92.95,165.5
2019-01-04 10,13.42,77.75,214.5
2019-01-04 11,15.88,64.9,259.5
2019-01-04 12,15.87,61.82,262.5
2019-01-04 13,16.97,55.77,224.0
2019-01-04 14,17.57,51.85,184.0
2019-01-04 15,17.62,53.2,196.5
2019-01-04 16,16.88,58.7,232.0
2019-01-04 17,16.05,62.57,252.5
2019-01-04 18,14.3,71.3,262.5
2019-01-04 19,12.92,80.12,283.0
2019-01-04 20,12.55,83.23,320.5
2019-01-04 21,12.35,84.85,367.5
2019-01-04 22,13.0,81.72,534.5
2019-01-04 23,11.65,91.4,544.5
2019-01-05 00,9.93,99.2,389.5
2019-01-05 01,10.1,99.2,369.0
2019-01-05 02,9.5,99.2,373.0
2019-01-05 03,11.05,95.95,350.5
2019-01-05 04,11.15,93.17,317.0
2019-01-05 05,10.25,98.02,306.0
2019-01-05 06,9.77,99.07,284.5
2019-01-05 07,9.8,99.2,259.5
2019-01-05 08,9.77,99.2,281.0
2019-01-05 09,12.12,90.53,324.0
2019-01-05 10,14.83,72.7,312.5
2019-01-05 11,17.0,56.32,255.0
2019-01-05 12,18.55,47.4,206.5
2019-01-05 13,19.78,41.43,170.0
2019-01-05 14,20.82,36.72,142.0
2019-01-05 15,20.8,36.35,126.5
2019-01-05 16,20.45,39.8,120.5
2019-01-05 17,19.17,42.9,115.5
2019-01-05 18,16.45,54.58,129.0
2019-01-05 19,14.12,67.58,194.5
2019-01-05 20,13.1,75.08,374.5
2019-01-05 21,12.9,77.08,524.5
2019-01-05 22,13.1,76.45,487.5
2019-01-05 23,12.9,76.3,427.0
2019-01-06 00,13.4,73.65,358.5
2019-01-06 01,12.58,81.38,316.5
2019-01-06 02,13.03,78.23,300.0
2019-01-06 03,12.98,77.9,258.5
2019-01-06 04,13.12,77.62,257.0
2019-01-06 05,12.48,85.88,269.5
2019-01-06 06,12.37,92.43,225.5
2019-01-06 07,12.52,87.38,158.0
2019-01-06 08,12.12,91.63,123.0
2019-01-06 09,11.95,97.6,120.5
2019-01-06 10,12.4,97.27,136.0
2019-01-06 11,13.15,91.9,173.0
2019-01-06 12,15.77,76.25,192.5
2019-01-06 13,18.05,61.47,141.0
2019-01-06 14,19.22,56.38,111.5
2019-01-06 15,19.5,52.88,127.0
2019-01-06 16,19.2,52.2,136.0
2019-01-06 17,18.12,57.43,143.5
2019-01-06 18,14.7,77.85,182.0
2019-01-06 19,13.18,87.33,248.0
2019-01-06 20,14.17,83.3,337.0
2019-01-06 21,14.77,80.8,389.0
2019-01-06 22,14.03,85.9,299.5
2019-01-06 23,12.85,91.9,204.5
2019-01-07 00,12.0,96.32,197.0
2019-01-07 01,12.12,94.17,187.0
2019-01-07 02,11.72,95.6,170.5
2019-01-07 03,11.48,96.22,156.5
2019-01-07 04,10.97,98.17,155.5
2019-01-07 05,10.9,98.65,155.0
2019-01-07 06,10.7,98.97,159.5
2019-01-07 07,10.38,99.2,163.5
2019-01-07 08,10.55,98.85,162.5
2019-01-07 09,12.3,90.7,173.5
2019-01-07 10,14.55,77.4,201.5
2019-01-07 11,16.98,63.77,207.0
2019-01-07 12,18.27,58.78,190.0
2019-01-07 13,19.45,56.8,191.5
2019-01-07 14,19.93,55.55,188.5
2019-01-07 15,20.42,47.22,157.5
2019-01-07 16,20.28,45.93,117.0
2019-01-07 17,18.95,49.48,96.5
2019-01-07 18,16.27,59.8,108.0
2019-01-07 19,14.93,71.15,162.5
2019-01-07 20,14.9,74.15,253.5
2019-01-07 21,14.85,74.8,293.0
2019-01-07 22,14.4,76.4,247.0
2019-01-07 23,13.62,80.5,202.0
2019-01-08 00,13.05,83.47,163.0
2019-01-08 01,12.72,84.9,143.5
2019-01-08 02,12.3,86.55,123.0
2019-01-08 03,11.9,87.57,117.5
2019-01-08 04,11.6,88.67,108.0
2019-01-08 05,11.45,90.15,113.0
2019-01-08 06,10.68,94.45,125.0
2019-01-08 07,10.83,93.62,149.5
2019-01-08 08,11.68,89.88,181.0
2019-01-08 09,12.68,84.77,198.5
2019-01-08 10,14.97,72.65,212.0
2019-01-08 11,17.12,62.88,200.0
2019-01-08 12,18.83,53.65,162.0
2019-01-08 13,19.53,47.88,141.0
2019-01-08 14,20.52,43.0,107.5
2019-01-08 15,20.68,40.08,67.5
2019-01-08 16,19.82,41.98,62.0
2019-01-08 17,18.45,48.62,91.0
2019-01-08 18,16.4,57.25,109.5
2019-01-08 19,14.9,64.42,123.5
2019-01-08 20,14.55,69.15,179.0
2019-01-08 21,14.1,71.55,219.0
2019-01-08 22,13.68,74.6,222.0
2019-01-08 23,13.28,77.25,204.0
2019-01-09 00,13.1,80.03,191.0
2019-01-09 01,12.65,83.17,187.5
2019-01-09 02,12.0,84.03,184.5
2019-01-09 03,11.48,85.22,175.5
2019-01-09 04,11.32,83.7,164.5
2019-01-09 05,11.22,81.72,160.0
2019-01-09 06,10.88,80.9,158.5
2019-01-09 07,10.55,81.75,171.5
2019-01-09 08,10.8,80.6,184.0
2019-01-09 09,12.62,69.82,181.0
2019-01-09 10,15.12,57.73,173.0
2019-01-09 11,17.25,49.0,143.0
2019-01-09 12,19.18,42.17,104.5
2019-01-09 13,20.12,38.25,83.0
2019-01-09 14,20.85,35.85,70.5
2019-01-09 15,21.28,32.77,59.5
2019-01-09 16,21.05,32.6,48.5
2019-01-09 17,19.77,35.83,48.5
2019-01-09 18,17.3,44.6,71.0
2019-01-09 19,15.7,53.67,111.5
2019-01-09 20,15.3,57.08,154.5
2019-01-09 21,14.0,64.1,182.0
2019-01-09 22,13.82,64.4,194.5
2019-01-09 23,12.68,70.65,199.5
2019-01-10 00,12.6,70.8,189.0
2019-01-10 01,12.9,69.25,170.5
2019-01-10 02,11.9,74.68,169.5
2019-01-10 03,10.9,80.97,177.0
2019-01-10 04,11.23,79.05,163.0
2019-01-10 05,10.77,81.23,153.0
2019-01-10 06,10.33,82.98,156.5
2019-01-10 07,10.32,81.58,159.0
2019-01-10 08,10.0,83.72,177.0
2019-01-10 09,12.35,72.67,190.5
2019-01-10 10,14.68,62.38,210.5
2019-01-10 11,17.4,50.95,221.5
2019-01-10 12,19.77,41.7,198.5
2019-01-10 13,21.08,36.33,159.5
2019-01-10 14,21.68,34.28,116.5
2019-01-10 15,21.8,32.55,88.5
2019-01-10 16,20.85,31.98,72.5
2019-01-10 17,19.85,36.48,63.0
2019-01-10 18,16.57,49.82,77.0
2019-01-10 19,14.08,64.15,127.0
2019-01-10 20,12.4,75.83,185.0
2019-01-10 21,11.15,83.67,242.0
2019-01-10 22,10.4,91.1,304.5
2019-01-10 23,10.12,93.53,368.5
2019-01-11 00,9.72,94.65,435.5
2019-01-11 01,8.77,95.05,417.5
2019-01-11 02,8.33,97.83,318.5
2019-01-11 03,8.22,99.08,282.5
2019-01-11 04,8.4,99.2,282.5
2019-01-11 05,7.97,99.2,256.5
2019-01-11 06,8.1,99.2,238.0
2019-01-11 07,8.1,99.2,271.0
2019-01-11 08,8.77,98.32,336.0
2019-01-11 09,11.88,85.97,362.0
2019-01-11 10,15.48,71.55,368.0
2019-01-11 11,18.25,58.67,413.5
2019-01-11 12,20.2,42.02,355.0
2019-01-11 13,20.8,36.15,223.5
2019-01-11 14,20.85,35.53,190.0
2019-01-11 15,21.18,33.27,171.0
2019-01-11 16,20.88,33.85,146.0
2019-01-11 17,18.8,42.22,132.0
2019-01-11 18,14.15,61.75,141.0
2019-01-11 19,11.75,75.75,182.5
2019-01-11 20,11.4,78.35,246.5
2019-01-11 21,10.97,82.08,318.5
2019-01-11 22,10.6,90.4,373.5
2019-01-11 23,10.38,94.6,447.5
2019-01-12 00,10.1,97.88,562.25
