timestamp,Temperature,Humidity,PM2.5
2019-01-01 01,10.62,82.23,414.25
2019-01-01 02,10.3,85.15,402.0
2019-01-01 03,10.53,83.7,361.75
2019-01-01 04,10.5,82.68,329.75
2019-01-01 05,9.47,89.58,346.0
2019-01-01 06,9.45,88.72,402.75
2019-01-01 07,9.75,86.7,395.0
2019-01-01 08,10.0,84.27,406.25
2019-01-01 09,11.57,78.47,441.0
2019-01-01 10,13.87,68.98,479.0
2019-01-01 11,16.22,60.6,417.5
2019-01-01 12,18.75,48.68,377.0
2019-01-01 13,20.47,37.2,279.25
2019-01-01 14,21.48,30.8,212.25
2019-01-01 15,21.1,31.0,153.25
2019-01-01 16,20.73,33.05,130.5
2019-01-01 17,19.77,40.68,158.75
2019-01-01 18,16.35,57.68,233.5
2019-01-01 19,14.25,65.82,366.25
2019-01-01 20,13.5,69.33,651.5
2019-01-01 21,13.25,73.2,893.75
2019-01-01 22,13.0,72.75,801.75
2019-01-01 23,12.85,74.95,539.25
2019-01-02 00,12.18,81.37,598.25
2019-01-02 01,11.9,84.42,574.5
2019-01-02 02,11.7,83.58,541.75
2019-01-02 03,11.53,83.45,590.5
2019-01-02 04,11.08,82.92,491.75
2019-01-02 05,10.5,84.43,360.5
2019-01-02 06,9.97,87.22,332.5
2019-01-02 07,10.17,83.53,354.75
2019-01-02 08,10.5,84.15,413.5
2019-01-02 09,12.5,76.8,484.0
2019-01-02 10,14.9,68.23,658.0
2019-01-02 11,17.78,59.45,610.0
2019-01-02 12,19.95,47.55,458.0
2019-01-02 13,21.27,39.43,271.0
2019-01-02 14,22.08,38.18,196.0
2019-01-02 15,22.03,40.02,190.0
2019-01-02 16,21.6,42.3,215.0
2019-01-02 17,20.28,49.68,212.0
2019-01-02 18,17.2,68.35,206.0
2019-01-02 19,15.72,73.85,326.0
2019-01-02 20,15.05,76.12,624.0
2019-01-02 21,14.53,79.95,691.0
2019-01-02 22,13.87,84.93,744.0
2019-01-02 23,13.35,89.38,777.0
2019-01-03 00,12.78,92.23,840.0
2019-01-03 01,12.15,93.8,847.0
2019-01-03 02,11.67,95.43,782.0
2019-01-03 03,11.32,95.12,671.0
2019-01-03 04,11.45,92.7,589.0
2019-01-03 05,11.1,93.8,517.0
2019-01-03 06,11.65,90.8,493.0
2019-01-03 07,11.58,90.35,411.0
2019-01-03 08,11.35,92.05,406.0
2019-01-03 09,12.22,87.65,454.0
2019-01-03 10,14.57,75.1,493.0
2019-01-03 11,16.5,65.45,527.0
2019-01-03 12,17.9,58.78,522.0
2019-01-03 13,19.62,47.02,445.0
2019-01-03 14,20.15,42.2,348.0
2019-01-03 15,19.53,44.45,221.0
2019-01-03 16,19.53,43.52,185.0
2019-01-03 17,18.68,49.8,179.0
2019-01-03 18,17.2,60.25,207.0
2019-01-03 19,16.02,66.32,278.0
2019-01-03 20,15.15,70.62,392.0
2019-01-03 21,14.15,79.07,417.0
2019-01-03 22,13.28,85.4,414.0
2019-01-03 23,12.7,88.17,361.0
2019-01-04 00,12.08,90.27,346.0
2019-01-04 01,11.67,92.6,335.0
2019-01-04 02,11.22,95.13,353.0
2019-01-04 03,9.97,97.8,337.0
2019-01-04 04,9.53,98.52,329.0
2019-01-04 05,9.47,98.7,240.0
2019-01-04 06,9.37,98.73,244.0
2019-01-04 07,9.25,97.88,188.0
2019-01-04 08,9.18,98.05,189.0
2019-01-04 09,9.5,96.72,224.0
2019-01-04 10,10.98,89.12,263.0
2019-01-04 11,13.75,75.3,318.0
2019-01-04 12,14.28,71.98,326.0
2019-01-04 13,15.65,65.23,280.0
2019-01-04 14,16.27,60.55,252.0
2019-01-04 15,16.85,57.9,239.0
2019-01-04 16,16.55,57.85,222.0
2019-01-04 17,15.87,61.23,211.0
2019-01-04 18,15.1,67.45,262.0
2019-01-04 19,14.45,73.33,327.0
2019-01-04 20,14.15,78.2,404.0
2019-01-04 21,13.68,81.33,537.0
2019-01-04 22,12.72,86.95,512.0
2019-01-04 23,11.85,90.45,581.0
2019-01-05 00,10.97,95.05,349.0
2019-01-05 01,11.18,93.62,300.0
2019-01-05 02,10.77,95.1,340.0
2019-01-05 03,11.02,94.05,317.0
2019-01-05 04,10.47,95.37,315.0
2019-01-05 05,9.98,96.42,329.0
2019-01-05 06,9.77,97.02,293.0
2019-01-05 07,9.47,98.95,327.0
2019-01-05 08,9.85,99.1,379.0
2019-01-05 09,11.4,93.12,370.0
2019-01-05 10,14.08,78.88,364.0
2019-01-05 11,16.45,62.95,328.0
2019-01-05 12,18.1,46.65,240.0
2019-01-05 13,19.2,39.6,151.0
2019-01-05 14,20.07,34.53,124.0
2019-01-05 15,20.13,36.1,103.0
2019-01-05 16,19.93,39.3,106.0
2019-01-05 17,19.25,42.27,123.0
2019-01-05 18,17.78,47.5,119.0
2019-01-05 19,15.82,57.75,167.0
2019-01-05 20,14.75,64.15,298.0
2019-01-05 21,14.32,68.25,438.0
2019-01-05 22,14.15,68.92,542.0
2019-01-05 23,14.0,70.17,556.0
2019-01-06 00,14.1,69.15,472.0
2019-01-06 01,14.3,69.38,355.0
2019-01-06 02,13.4,76.98,280.0
2019-01-06 03,12.65,81.23,232.0
2019-01-06 04,12.55,80.07,272.0
2019-01-06 05,12.67,83.9,211.0
2019-01-06 06,13.08,82.95,196.0
2019-01-06 07,13.08,80.1,113.0
2019-01-06 08,12.12,89.73,106.0
2019-01-06 09,12.23,91.63,92.0
2019-01-06 10,12.43,92.98,134.0
2019-01-06 11,14.62,84.85,222.0
2019-01-06 12,17.28,69.45,179.0
2019-01-06 13,18.42,60.08,171.0
2019-01-06 14,19.65,50.82,111.0
2019-01-06 15,19.22,54.0,86.0
2019-01-06 16,19.18,56.0,111.0
2019-01-06 17,18.1,65.25,122.0
2019-01-06 18,15.92,76.6,134.0
2019-01-06 19,16.6,70.2,290.0
2019-01-06 20,15.92,74.8,337.0
2019-01-06 21,15.2,78.53,362.0
2019-01-06 22,14.62,80.35,273.0
2019-01-06 23,13.6,84.82,260.0
2019-01-07 00,12.25,92.98,211.0
2019-01-07 01,11.72,95.95,207.0
2019-01-07 02,12.4,90.22,221.0
2019-01-07 03,12.12,91.53,155.0
2019-01-07 04,11.62,93.22,211.0
2019-01-07 05,10.9,96.57,158.0
2019-01-07 06,10.7,96.38,199.0
2019-01-07 07,10.28,98.25,195.0
2019-01-07 08,10.73,96.17,174.0
2019-01-07 09,11.53,91.03,284.0
2019-01-07 10,13.23,82.53,254.0
2019-01-07 11,15.07,73.47,262.0
2019-01-07 12,16.8,67.95,263.0
2019-01-07 13,17.68,66.68,260.0
2019-01-07 14,18.9,62.07,285.0
2019-01-07 15,19.4,53.17,216.0
2019-01-07 16,19.35,50.38,138.0
