timestamp,Temperature,Humidity,PM2.5
2019-01-01 01,8.95,90.82,608.5
2019-01-01 02,8.2,94.07,677.0
2019-01-01 03,7.95,95.33,655.0
2019-01-01 04,7.9,95.05,550.5
2019-01-01 05,7.75,93.18,441.0
2019-01-01 06,7.67,92.4,365.25
2019-01-01 07,7.4,91.85,325.25
2019-01-01 08,7.27,94.15,318.25
2019-01-01 09,10.05,83.45,328.0
2019-01-01 10,13.8,66.52,385.0
2019-01-01 11,16.42,56.42,396.75
2019-01-01 12,18.88,42.72,288.75
2019-01-01 13,20.38,33.5,168.0
2019-01-01 14,21.5,29.75,119.0
2019-01-01 15,21.83,28.37,100.5
2019-01-01 16,21.4,29.02,83.25
2019-01-01 17,20.72,33.03,91.5
2019-01-01 18,16.52,53.43,103.0
2019-01-01 19,13.65,66.27,133.75
2019-01-01 20,12.67,73.12,185.25
2019-01-01 21,11.95,80.82,290.25
2019-01-01 22,11.4,84.9,427.0
2019-01-01 23,11.08,88.8,496.75
2019-01-02 00,11.15,91.22,528.75
2019-01-02 01,10.72,93.17,592.25
2019-01-02 02,10.45,94.63,577.5
2019-01-02 03,10.63,94.33,512.25
2019-01-02 04,10.38,95.25,482.25
2019-01-02 05,9.73,96.67,469.25
2019-01-02 06,9.12,97.62,428.5
2019-01-02 07,8.98,98.17,402.0
2019-01-02 08,9.17,98.38,393.75
2019-01-02 09,10.9,98.37,380.75
2019-01-02 10,15.05,71.15,374.5
2019-01-02 11,17.82,55.05,325.75
2019-01-02 12,19.6,46.4,296.75
2019-01-02 13,21.17,40.57,248.5
2019-01-02 14,21.97,38.45,219.25
2019-01-02 15,22.03,38.83,207.5
2019-01-02 16,22.18,38.38,197.75
2019-01-02 17,21.1,42.73,171.5
2019-01-02 18,17.15,63.7,171.25
2019-01-02 19,14.5,78.33,192.25
2019-01-02 20,13.2,85.28,229.75
2019-01-02 21,12.57,90.2,310.5
2019-01-02 22,12.38,93.48,465.25
2019-01-02 23,11.75,94.83,527.75
2019-01-03 00,11.15,96.05,468.5
2019-01-03 01,10.75,96.95,455.75
2019-01-03 02,10.78,96.7,417.25
