timestamp,Temperature,Humidity,PM2.5
2019-01-01 01,10.23,81.52,474.5
2019-01-01 02,9.5,84.77,397.0
2019-01-01 03,8.9,89.58,308.0
2019-01-01 04,8.3,93.62,318.5
2019-01-01 05,8.08,94.62,304.5
2019-01-01 06,7.78,95.2,246.0
2019-01-01 07,7.35,95.2,235.5
2019-01-01 08,7.27,95.2,264.5
2019-01-01 09,9.75,88.75,273.5
2019-01-01 10,12.9,76.1,331.5
2019-01-01 11,17.85,55.28,420.0
2019-01-01 12,21.07,41.5,366.0
2019-01-01 13,22.8,33.47,224.5
2019-01-01 14,23.62,30.55,161.0
2019-01-01 15,22.75,31.4,167.0
2019-01-01 16,21.85,32.78,164.0
2019-01-01 17,19.55,39.2,150.5
2019-01-01 18,16.17,53.35,168.5
2019-01-01 19,14.25,66.23,270.0
2019-01-01 20,13.18,75.7,561.5
2019-01-01 21,14.02,69.35,855.0
2019-01-01 22,15.05,57.33,809.5
2019-01-01 23,14.62,60.8,612.0
2019-01-02 00,12.55,78.07,597.5
2019-01-02 01,12.83,79.5,565.0
2019-01-02 02,12.5,84.02,487.5
2019-01-02 03,12.0,89.03,501.0
2019-01-02 04,10.65,95.02,567.0
2019-01-02 05,9.85,95.2,648.5
2019-01-02 06,10.08,94.8,673.5
2019-01-02 07,11.05,91.65,587.5
2019-01-02 08,11.08,91.95,574.5
2019-01-02 09,13.5,81.4,651.5
2019-01-02 10,16.1,69.28,599.0
2019-01-02 11,19.4,48.75,462.5
2019-01-02 12,21.15,38.6,327.5
2019-01-02 13,23.0,33.25,254.0
2019-01-02 14,23.7,30.05,209.0
2019-01-02 15,24.35,29.05,175.0
2019-01-02 16,22.98,34.0,165.0
2019-01-02 17,21.05,40.65,171.0
2019-01-02 18,18.45,49.35,205.0
2019-01-02 19,15.43,66.38,266.0
2019-01-02 20,14.45,75.02,444.5
2019-01-02 21,13.5,83.42,750.5
2019-01-02 22,13.42,86.25,828.0
2019-01-02 23,12.98,87.48,693.5
2019-01-03 00,11.83,93.98,651.5
2019-01-03 01,11.63,95.22,551.5
2019-01-03 02,11.33,95.22,488.5
2019-01-03 03,10.47,95.2,518.5
2019-01-03 04,10.17,95.2,530.5
2019-01-03 05,9.92,95.2,566.0
2019-01-03 06,10.03,95.25,570.0
2019-01-03 07,9.45,95.25,590.0
2019-01-03 08,8.27,95.2,592.5
2019-01-03 09,7.85,95.2,477.5
2019-01-03 10,8.7,95.22,342.0
2019-01-03 11,10.3,95.28,320.0
2019-01-03 12,14.3,86.12,387.0
2019-01-03 13,18.43,69.07,435.5
2019-01-03 14,20.6,47.02,403.5
2019-01-03 15,20.7,40.97,304.0
2019-01-03 16,20.07,40.65,238.0
2019-01-03 17,18.12,52.43,277.0
