timestamp,Temperature,Humidity,PM2.5
2019-01-01 01,8.18,92.62,128.0
2019-01-01 02,7.68,94.63,138.0
2019-01-01 03,7.45,93.3,123.0
2019-01-01 04,6.7,95.42,125.0
2019-01-01 05,6.45,97.45,130.0
2019-01-01 06,6.1,98.02,138.0
2019-01-01 07,5.62,98.55,141.0
2019-01-01 08,5.67,99.12,158.0
2019-01-01 09,7.92,98.62,208.0
2019-01-01 10,11.25,81.32,185.0
2019-01-01 11,15.12,68.07,171.0
2019-01-01 12,18.38,55.28,136.0
2019-01-01 13,20.53,42.68,113.0
2019-01-01 14,21.4,39.57,91.0
2019-01-01 15,22.13,36.25,89.0
2019-01-01 16,21.5,38.75,101.0
2019-01-01 17,19.6,46.52,100.0
2019-01-01 18,15.05,66.13,91.0
2019-01-01 19,12.67,75.62,122.0
2019-01-01 20,11.52,80.7,213.0
2019-01-01 21,11.15,83.7,232.0
2019-01-01 22,11.15,78.62,293.0
2019-01-01 23,10.08,85.05,193.0
2019-01-02 00,10.35,84.6,208.0
2019-01-02 01,10.38,85.25,217.0
2019-01-02 02,10.95,80.52,238.0
2019-01-02 03,10.4,81.43,239.0
2019-01-02 04,9.88,82.62,197.0
2019-01-02 05,9.15,86.72,158.0
2019-01-02 06,9.1,86.23,143.0
2019-01-02 07,9.1,84.42,139.0
2019-01-02 08,9.28,84.48,144.0
2019-01-02 09,10.77,80.42,162.0
2019-01-02 10,13.35,73.8,186.0
2019-01-02 11,17.75,58.85,201.0
2019-01-02 12,20.12,46.05,188.0
2019-01-02 13,21.78,38.12,145.0
2019-01-02 14,22.63,36.5,101.0
2019-01-02 15,23.22,36.12,90.0
2019-01-02 16,23.35,37.8,92.0
2019-01-02 17,20.93,48.68,107.0
2019-01-02 18,16.4,71.18,162.0
2019-01-02 19,14.0,83.3,240.0
2019-01-02 20,13.38,88.05,520.0
2019-01-02 21,12.65,89.38,804.0
2019-01-02 22,11.78,93.05,703.0
2019-01-02 23,11.12,95.85,624.0
2019-01-03 00,10.53,97.6,373.0
2019-01-03 01,9.95,98.73,206.0
2019-01-03 02,9.6,99.15,205.0
2019-01-03 03,9.42,99.15,162.0
2019-01-03 04,9.37,99.15,139.0
2019-01-03 05,9.15,99.12,123.0
2019-01-03 06,8.55,99.1,144.0
2019-01-03 07,7.42,99.12,134.0
2019-01-03 08,7.0,99.12,138.0
2019-01-03 09,7.53,99.1,133.0
2019-01-03 10,8.55,99.1,136.0
2019-01-03 11,9.55,99.1,136.0
2019-01-03 12,12.83,96.77,155.0
2019-01-03 13,17.57,68.05,147.0
2019-01-03 14,19.6,58.15,138.0
2019-01-03 15,21.12,45.95,105.0
2019-01-03 16,20.67,45.95,89.0
2019-01-03 17,18.45,55.35,85.5
2019-01-03 18,14.4,78.43,106.0
2019-01-03 19,12.0,90.42,130.25
2019-01-03 20,11.18,94.23,139.75
2019-01-03 21,10.1,97.27,146.5
2019-01-03 22,9.78,99.02,170.5
2019-01-03 23,9.42,99.1,169.5
2019-01-04 00,8.65,99.12,147.75
2019-01-04 01,7.95,99.12,131.0
2019-01-04 02,8.52,99.17,127.25
2019-01-04 03,9.12,99.2,116.75
2019-01-04 04,9.12,99.15,87.25
2019-01-04 05,8.9,99.17,74.0
2019-01-04 06,8.8,99.15,76.25
2019-01-04 07,8.63,99.1,74.0
2019-01-04 08,8.4,99.15,73.5
2019-01-04 09,8.5,99.12,72.0
2019-01-04 10,9.05,99.17,72.25
2019-01-04 11,11.05,98.3,96.75
2019-01-04 12,12.83,84.2,177.5
2019-01-04 13,14.83,74.15,206.0
2019-01-04 14,15.28,67.9,206.0
2019-01-04 15,16.28,64.1,241.0
2019-01-04 16,15.95,63.45,245.5
2019-01-04 17,14.75,76.02,254.5
2019-01-04 18,13.55,82.83,251.25
2019-01-04 19,12.42,88.9,313.0
2019-01-04 20,12.25,90.53,419.75
2019-01-04 21,11.45,94.2,467.5
2019-01-04 22,11.2,94.55,528.75
2019-01-04 23,11.42,89.95,597.75
2019-01-05 00,9.63,96.27,431.25
2019-01-05 01,9.07,98.62,433.75
2019-01-05 02,9.53,99.2,412.5
2019-01-05 03,10.35,97.6,372.0
2019-01-05 04,9.7,96.75,321.25
2019-01-05 05,8.95,98.6,302.0
2019-01-05 06,8.67,99.15,302.25
2019-01-05 07,8.17,99.2,318.0
2019-01-05 08,7.98,99.17,329.0
2019-01-05 09,8.18,99.15,386.5
2019-01-05 10,10.8,96.5,395.0
2019-01-05 11,14.78,78.27,460.25
2019-01-05 12,18.35,48.77,445.0
2019-01-05 13,19.85,33.25,211.5
2019-01-05 14,20.25,30.55,109.25
2019-01-05 15,20.38,34.68,100.25
2019-01-05 16,20.3,36.32,116.0
2019-01-05 17,19.28,42.27,121.75
2019-01-05 18,16.72,53.35,150.0
2019-01-05 19,13.75,67.8,210.5
2019-01-05 20,13.75,68.3,333.0
2019-01-05 21,13.05,71.1,437.25
2019-01-05 22,13.38,69.35,395.25
2019-01-05 23,12.3,75.05,399.25
2019-01-06 00,12.42,76.3,376.5
2019-01-06 01,12.73,75.05,407.5
2019-01-06 02,12.03,79.5,375.25
2019-01-06 03,12.45,77.8,325.5
2019-01-06 04,12.53,77.7,287.75
2019-01-06 05,12.8,82.75,256.75
2019-01-06 06,12.93,80.83,175.0
2019-01-06 07,12.27,83.75,111.75
2019-01-06 08,11.3,93.62,86.75
2019-01-06 09,11.0,97.8,99.0
2019-01-06 10,12.47,92.7,119.0
2019-01-06 11,16.53,70.93,147.5
2019-01-06 12,18.07,60.35,154.75
2019-01-06 13,19.0,53.93,126.0
2019-01-06 14,20.3,45.77,93.5
2019-01-06 15,20.75,42.62,91.5
2019-01-06 16,20.28,46.05,104.75
2019-01-06 17,18.52,56.12,91.5
2019-01-06 18,15.73,74.67,86.25
2019-01-06 19,14.05,82.6,113.0
2019-01-06 20,12.8,89.12,159.75
2019-01-06 21,12.0,94.52,224.0
2019-01-06 22,11.42,96.95,269.75
2019-01-06 23,11.0,98.15,197.25
2019-01-07 00,10.38,98.92,190.25
2019-01-07 01,9.95,99.2,193.25
2019-01-07 02,9.78,99.2,192.0
2019-01-07 03,9.52,99.2,191.0
2019-01-07 04,9.07,99.2,174.5
2019-01-07 05,8.9,99.18,167.0
2019-01-07 06,8.3,99.12,180.5
2019-01-07 07,7.45,99.12,160.0
2019-01-07 08,7.0,99.1,156.0
2019-01-07 09,7.6,99.1,200.25
2019-01-07 10,9.15,99.15,179.25
2019-01-07 11,10.68,99.2,184.75
2019-01-07 12,13.7,94.55,227.75
2019-01-07 13,17.73,71.1,299.5
2019-01-07 14,19.45,57.92,297.75
2019-01-07 15,19.9,52.17,169.0
2019-01-07 16,19.65,49.8,134.0
2019-01-07 17,18.52,56.95,127.0
2019-01-07 18,14.97,75.47,131.0
2019-01-07 19,12.83,85.8,167.75
2019-01-07 20,12.0,91.17,241.75
2019-01-07 21,11.4,93.85,331.75
2019-01-07 22,10.88,95.2,336.25
2019-01-07 23,10.05,97.6,255.0
2019-01-08 00,9.38,98.97,221.5
2019-01-08 01,9.1,99.18,181.25
2019-01-08 02,9.03,99.18,171.25
2019-01-08 03,8.8,99.15,164.0
2019-01-08 04,8.23,99.1,162.25
2019-01-08 05,7.93,99.1,182.75
2019-01-08 06,7.55,99.12,200.75
2019-01-08 07,7.18,99.1,182.0
2019-01-08 08,7.97,99.1,189.5
2019-01-08 09,9.05,99.1,250.0
2019-01-08 10,11.75,99.0,261.5
2019-01-08 11,15.5,77.4,203.0
2019-01-08 12,18.43,61.53,198.0
2019-01-08 13,19.52,52.88,120.5
2019-01-08 14,20.3,46.57,92.25
2019-01-08 15,20.7,44.95,83.0
2019-01-08 16,20.05,46.6,76.75
2019-01-08 17,17.85,54.73,77.25
2019-01-08 18,14.47,72.03,114.5
2019-01-08 19,11.8,86.5,149.0
2019-01-08 20,11.0,92.4,218.75
