timestamp,Temperature,Humidity,PM2.5
2019-01-01 01,10.35,81.08,458.25
2019-01-01 02,9.68,84.65,472.25
2019-01-01 03,9.6,84.7,440.5
2019-01-01 04,9.47,84.5,437.25
2019-01-01 05,9.27,81.9,396.0
2019-01-01 06,8.88,82.55,303.25
2019-01-01 07,9.15,82.08,274.5
2019-01-01 08,8.93,82.38,290.25
2019-01-01 09,10.33,76.17,286.5
2019-01-01 10,12.33,70.1,323.0
2019-01-01 11,15.35,59.45,352.0
2019-01-01 12,18.5,43.77,293.0
2019-01-01 13,21.18,32.78,215.0
2019-01-01 14,22.95,24.8,152.0
2019-01-01 15,23.2,22.18,114.5
2019-01-01 16,22.27,25.3,88.75
2019-01-01 17,20.62,30.7,110.75
2019-01-01 18,16.8,42.55,132.5
2019-01-01 19,13.97,58.35,184.5
2019-01-01 20,13.15,63.17,289.25
2019-01-01 21,12.73,68.4,359.75
2019-01-01 22,12.48,73.83,466.75
2019-01-01 23,12.52,77.13,571.75
2019-01-02 00,12.3,80.9,495.75
2019-01-02 01,11.8,85.27,431.75
2019-01-02 02,11.43,88.25,374.25
2019-01-02 03,11.45,87.8,365.75
2019-01-02 04,11.17,89.15,361.25
2019-01-02 05,10.53,90.75,375.25
2019-01-02 06,10.05,90.83,456.5
2019-01-02 07,10.23,90.57,468.75
2019-01-02 08,10.62,88.98,458.5
2019-01-02 09,12.57,78.13,456.25
2019-01-02 10,15.15,63.6,420.0
2019-01-02 11,17.3,54.25,375.5
2019-01-02 12,19.47,45.35,295.75
2019-01-02 13,21.5,37.93,251.5
2019-01-02 14,22.53,32.58,202.0
2019-01-02 15,22.88,32.93,157.0
2019-01-02 16,22.45,35.12,158.5
2019-01-02 17,20.88,43.1,165.5
2019-01-02 18,17.43,57.68,185.5
2019-01-02 19,15.28,70.05,230.0
2019-01-02 20,14.22,77.5,264.25
2019-01-02 21,13.7,81.68,302.0
2019-01-02 22,13.12,84.42,308.5
2019-01-02 23,12.62,87.82,362.25
2019-01-03 00,12.15,90.05,403.5
2019-01-03 01,11.87,92.05,384.75
2019-01-03 02,11.73,92.88,420.75
2019-01-03 03,11.53,90.27,490.0
2019-01-03 04,11.35,90.3,480.5
2019-01-03 05,12.15,83.42,499.75
2019-01-03 06,11.27,88.05,505.75
2019-01-03 07,10.9,89.5,500.5
2019-01-03 08,10.92,88.97,496.75
2019-01-03 09,12.22,83.62,483.25
2019-01-03 10,14.03,76.33,537.0
2019-01-03 11,16.45,67.3,595.5
2019-01-03 12,19.55,49.45,544.5
2019-01-03 13,21.15,34.2,358.25
2019-01-03 14,21.65,30.77,206.5
2019-01-03 15,21.43,33.6,176.5
2019-01-03 16,20.6,31.25,176.5
2019-01-03 17,19.35,37.83,140.0
2019-01-03 18,17.33,47.32,166.0
2019-01-03 19,15.78,58.7,208.0
2019-01-03 20,14.77,67.62,290.75
2019-01-03 21,14.4,68.77,341.0
2019-01-03 22,13.45,76.8,369.25
2019-01-03 23,12.85,81.9,365.75
2019-01-04 00,12.47,83.85,337.25
2019-01-04 01,12.38,83.0,312.75
2019-01-04 02,12.0,86.75,298.25
2019-01-04 03,11.35,88.2,288.25
2019-01-04 04,10.65,87.2,272.5
2019-01-04 05,9.52,90.88,265.25
2019-01-04 06,9.12,93.35,245.75
2019-01-04 07,8.92,94.2,202.75
2019-01-04 08,8.95,94.28,175.0
2019-01-04 09,9.55,92.27,181.25
2019-01-04 10,11.33,85.27,209.5
2019-01-04 11,14.23,68.8,244.25
2019-01-04 12,16.3,55.57,251.25
2019-01-04 13,18.3,44.45,204.25
2019-01-04 14,18.35,42.93,171.25
2019-01-04 15,18.5,40.82,172.5
2019-01-04 16,17.28,47.3,159.0
2019-01-04 17,16.45,50.25,171.0
2019-01-04 18,15.28,57.32,181.5
2019-01-04 19,14.0,69.6,203.5
2019-01-04 20,14.08,65.7,248.75
2019-01-04 21,13.15,71.28,236.75
2019-01-04 22,13.0,74.2,282.75
2019-01-04 23,12.7,77.38,377.5
2019-01-05 00,11.75,84.05,481.5
2019-01-05 01,12.08,83.52,381.75
2019-01-05 02,10.87,88.2,347.25
2019-01-05 03,11.9,83.8,337.0
2019-01-05 04,12.27,80.05,310.25
2019-01-05 05,12.0,81.85,297.75
2019-01-05 06,11.33,85.15,277.5
2019-01-05 07,10.55,90.53,249.5
2019-01-05 08,11.0,88.25,233.25
2019-01-05 09,12.17,80.48,240.25
2019-01-05 10,13.8,71.02,256.25
2019-01-05 11,15.25,64.1,254.5
2019-01-05 12,17.2,50.47,247.25
2019-01-05 13,18.77,39.38,155.75
2019-01-05 14,20.55,30.7,117.0
2019-01-05 15,21.15,29.93,99.5
2019-01-05 16,20.55,33.68,95.25
2019-01-05 17,19.6,36.43,105.25
2019-01-05 18,18.18,42.25,115.25
2019-01-05 19,16.1,54.3,155.5
2019-01-05 20,15.12,59.7,206.25
2019-01-05 21,14.12,65.97,259.75
2019-01-05 22,14.95,59.3,296.25
2019-01-05 23,14.92,58.35,275.75
2019-01-06 00,15.03,58.32,238.25
2019-01-06 01,14.72,63.5,185.25
2019-01-06 02,14.2,66.92,197.5
2019-01-06 03,14.27,66.62,202.25
2019-01-06 04,14.4,66.77,198.0
2019-01-06 05,13.12,75.58,216.25
2019-01-06 06,12.92,79.72,217.75
2019-01-06 07,13.05,77.33,150.75
2019-01-06 08,12.38,84.35,102.5
2019-01-06 09,12.08,89.07,99.25
2019-01-06 10,12.3,90.45,111.0
2019-01-06 11,12.88,89.12,116.25
2019-01-06 12,14.92,76.83,155.75
2019-01-06 13,17.2,62.22,177.5
2019-01-06 14,18.75,52.68,113.25
2019-01-06 15,19.25,50.5,126.0
2019-01-06 16,19.18,47.9,132.25
2019-01-06 17,18.2,52.38,125.5
2019-01-06 18,15.58,68.77,137.75
2019-01-06 19,14.17,79.25,178.25
2019-01-06 20,15.0,75.95,224.5
2019-01-06 21,14.92,76.27,206.0
2019-01-06 22,14.22,79.77,205.25
2019-01-06 23,13.8,81.6,217.75
2019-01-07 00,12.77,86.45,205.75
2019-01-07 01,12.55,88.08,196.75
2019-01-07 02,12.35,87.4,186.0
2019-01-07 03,12.03,88.0,170.5
2019-01-07 04,11.8,88.9,156.75
2019-01-07 05,11.62,89.25,149.5
2019-01-07 06,11.25,90.95,158.25
2019-01-07 07,11.0,90.88,160.5
2019-01-07 08,10.85,91.9,157.75
2019-01-07 09,12.12,85.78,176.0
2019-01-07 10,13.75,76.75,213.25
2019-01-07 11,15.6,69.05,206.25
2019-01-07 12,18.15,55.4,197.75
2019-01-07 13,19.65,50.6,183.75
2019-01-07 14,20.52,46.85,173.25
2019-01-07 15,20.52,47.2,183.25
2019-01-07 16,20.35,41.1,167.25
2019-01-07 17,19.17,43.65,89.5
2019-01-07 18,16.42,55.23,92.75
2019-01-07 19,14.38,72.12,123.0
2019-01-07 20,14.35,74.27,187.5
2019-01-07 21,14.65,72.42,236.5
2019-01-07 22,14.47,72.83,238.25
2019-01-07 23,13.57,77.0,247.5
2019-01-08 00,13.25,78.17,231.5
2019-01-08 01,12.72,80.5,179.75
2019-01-08 02,12.38,81.9,152.5
2019-01-08 03,11.8,84.2,145.25
2019-01-08 04,11.35,86.15,143.0
2019-01-08 05,11.07,86.67,131.25
2019-01-08 06,10.88,87.85,125.75
2019-01-08 07,10.53,90.3,143.75
2019-01-08 08,11.07,87.6,179.5
2019-01-08 09,11.78,84.5,200.5
2019-01-08 10,14.12,72.53,203.5
2019-01-08 11,15.75,63.35,192.5
2019-01-08 12,17.73,51.92,166.5
2019-01-08 13,19.12,44.95,140.0
2019-01-08 14,20.58,38.2,107.5
2019-01-08 15,20.85,35.88,72.25
2019-01-08 16,20.25,36.3,68.5
2019-01-08 17,18.9,41.02,66.5
2019-01-08 18,16.77,53.17,81.75
2019-01-08 19,15.5,58.98,112.0
2019-01-08 20,14.75,64.83,145.75
2019-01-08 21,14.4,66.53,185.75
2019-01-08 22,13.38,71.35,193.75
2019-01-08 23,13.23,72.67,200.75
2019-01-09 00,12.75,76.88,194.75
2019-01-09 01,12.75,78.05,180.25
2019-01-09 02,12.7,76.57,153.5
2019-01-09 03,12.1,77.45,145.25
2019-01-09 04,11.88,76.07,148.5
2019-01-09 05,11.65,74.83,139.75
2019-01-09 06,11.67,71.25,137.0
2019-01-09 07,11.32,72.12,118.25
2019-01-09 08,11.27,72.08,138.25
2019-01-09 09,12.5,65.45,151.5
2019-01-09 10,14.15,54.73,145.75
2019-01-09 11,15.82,48.02,118.5
2019-01-09 12,18.18,39.77,97.25
2019-01-09 13,20.05,33.52,79.25
2019-01-09 14,21.32,29.57,65.5
2019-01-09 15,21.55,29.12,58.0
2019-01-09 16,21.23,28.5,57.5
2019-01-09 17,20.1,31.38,55.25
