timestamp,Temperature,Humidity,PM2.5
2019-01-01 01,8.15,97.9,350.5
2019-01-01 02,7.75,99.12,366.75
2019-01-01 03,7.6,99.57,352.75
2019-01-01 04,7.52,98.55,326.0
2019-01-01 05,7.07,98.88,271.0
2019-01-01 06,6.7,99.7,220.5
2019-01-01 07,6.52,99.7,182.5
2019-01-01 08,6.65,99.7,173.5
2019-01-01 09,8.87,94.12,182.75
2019-01-01 10,12.72,74.73,214.25
2019-01-01 11,15.8,61.25,246.5
2019-01-01 12,18.68,46.35,174.75
2019-01-01 13,20.93,33.72,125.5
2019-01-01 14,22.43,29.17,94.0
2019-01-01 15,22.85,27.83,84.0
2019-01-01 16,21.8,31.25,83.25
2019-01-01 17,20.42,38.47,96.0
2019-01-01 18,16.5,54.48,118.0
2019-01-01 19,13.8,68.55,139.0
2019-01-01 20,12.62,77.12,190.25
2019-01-01 21,11.77,84.38,275.5
2019-01-01 22,10.97,90.4,318.25
2019-01-01 23,10.6,94.38,337.75
2019-01-02 00,10.6,97.0,366.0
2019-01-02 01,10.33,98.15,422.75
2019-01-02 02,10.35,99.05,431.5
2019-01-02 03,10.2,99.45,401.25
2019-01-02 04,9.85,99.72,390.25
2019-01-02 05,9.43,99.72,397.0
2019-01-02 06,8.85,99.7,387.25
2019-01-02 07,8.6,99.72,385.0
2019-01-02 08,8.52,99.7,385.0
2019-01-02 09,10.35,99.72,388.5
2019-01-02 10,14.28,81.17,390.25
2019-01-02 11,17.05,63.7,349.5
2019-01-02 12,19.25,52.65,295.25
2019-01-02 13,20.9,46.58,250.25
2019-01-02 14,22.05,41.42,204.0
2019-01-02 15,22.42,40.3,177.75
2019-01-02 16,21.8,43.3,171.0
2019-01-02 17,20.55,49.88,171.0
2019-01-02 18,17.1,68.48,170.5
2019-01-02 19,14.67,82.5,178.25
2019-01-02 20,13.52,90.15,215.75
2019-01-02 21,12.67,95.7,278.0
2019-01-02 22,12.0,99.0,376.75
2019-01-02 23,11.38,99.72,362.25
2019-01-03 00,10.83,99.7,319.75
2019-01-03 01,10.45,99.7,317.25
2019-01-03 02,9.92,99.7,315.5
2019-01-03 03,9.55,99.7,310.25
2019-01-03 04,9.45,99.7,370.75
2019-01-03 05,9.2,99.7,462.75
2019-01-03 06,9.2,99.7,482.75
2019-01-03 07,9.33,99.7,435.5
2019-01-03 08,9.27,99.7,431.5
2019-01-03 09,10.33,99.7,434.5
2019-01-03 10,12.97,91.67,432.75
2019-01-03 11,15.83,74.35,420.0
2019-01-03 12,18.5,55.3,434.75
2019-01-03 13,20.45,40.25,375.25
2019-01-03 14,21.02,37.18,211.25
2019-01-03 15,20.45,41.92,178.5
2019-01-03 16,19.88,37.78,195.0
2019-01-03 17,19.02,43.35,146.0
2019-01-03 18,16.47,56.95,172.0
2019-01-03 19,14.45,72.0,219.5
2019-01-03 20,13.35,79.75,280.25
2019-01-03 21,12.67,83.37,346.25
2019-01-03 22,11.85,90.45,389.75
2019-01-03 23,11.17,95.85,395.75
2019-01-04 00,10.8,98.38,395.75
2019-01-04 01,10.47,99.47,357.0
2019-01-04 02,10.22,99.7,332.75
2019-01-04 03,9.98,99.7,299.25
2019-01-04 04,9.3,99.7,284.75
2019-01-04 05,8.42,99.7,283.5
2019-01-04 06,8.55,99.7,235.5
2019-01-04 07,8.62,99.7,175.5
2019-01-04 08,8.27,99.7,168.5
2019-01-04 09,8.8,99.7,162.75
2019-01-04 10,10.97,95.05,173.75
2019-01-04 11,14.1,77.1,210.25
2019-01-04 12,16.15,61.88,257.0
2019-01-04 13,17.75,55.45,234.75
2019-01-04 14,18.22,49.65,258.25
2019-01-04 15,18.2,45.85,207.5
2019-01-04 16,17.3,51.45,143.25
2019-01-04 17,16.5,57.98,167.25
2019-01-04 18,15.1,67.85,163.5
2019-01-04 19,13.45,80.13,187.75
2019-01-04 20,12.9,85.05,211.0
2019-01-04 21,12.3,89.2,270.5
2019-01-04 22,11.98,91.93,297.0
2019-01-04 23,11.02,95.75,332.25
2019-01-05 00,10.7,97.17,376.25
2019-01-05 01,10.27,99.05,444.5
2019-01-05 02,9.58,99.7,383.25
2019-01-05 03,9.53,99.72,348.0
2019-01-05 04,9.53,99.75,337.5
